taxon_sciname,year,catch_spp,usd_spp,usd_kg_2014
Caranx lugubris,2014,23.339893929854775,142337.23081404218,6.098452342663574
Caranx melampygus,2014,4.6212960599,22986.326601942597,4.974
Caranx rhonchus,2014,271.1146138883,252678.8201438957,0.9320000000000003
Caranx sexfasciatus,2014,111.15951648001813,407465.38250635104,3.665591533763071
Carassius carassius,2014,30.03000000000005,69611.19474582002,2.3180551030909053
Carcharhinidae,2014,26130.359908441707,30167075.705822162,1.1544837427239703
Carcharhiniformes,2014,41.16815156480001,35463.76760740268,0.8614369666702562
Carcharhinus,2014,13610.704279675412,21822511.264611296,1.6033344650062238
Carcharhinus albimarginatus,2014,1180.3441656094005,593704.5648883926,0.5029927559999998
Carcharhinus brachyurus,2014,191.06321994948624,306104.3964754224,1.6021105294695184
Carcharhinus falciformis,2014,7001.52131744467,6571770.788639461,0.9386204070057657
Carcharhinus galapagensis,2014,0.0905828,63.5524445027626,0.7015950544999999
Carcharhinus leucas,2014,122.71636999250845,129141.72584374549,1.0523594028378551
Carcharhinus limbatus,2014,8224.463974413075,3775660.00092275,0.4590767267835463
Carcharhinus longimanus,2014,1031.7961433809332,1029344.284944652,0.997623698778087
Carcharhinus melanopterus,2014,10802.371119512502,5433514.420738399,0.502992756
Carcharhinus obscurus,2014,172.21755614315651,279809.86159352836,1.6247464419999975
Carcharhinus plumbeus,2014,1.3262764306676877,1471.4167447559432,1.1094344366921967
Carcharhinus sorrah,2014,4380.143885369824,2342140.622649605,0.5347177362078491
Carcharias taurus,2014,5.5937366283,45832.79744977289,8.193592314999998
Carcharodon carcharias,2014,39.1086051705,66857.678508175,1.7095388141995511
Carcinus aestuarii,2014,7.2250000000000005,14641.1504812,2.02645681400692
Carcinus maenas,2014,788.6447427088792,604679.6502468525,0.7667326205331269
Cardiidae,2014,1314.998934016244,1244410.877576825,0.946320826113653
Cardium edule,2014,4864.799999999996,10574359.224501599,2.1736472670000015
Caulolatilus chrysops,2014,2.6130597665,4529.813853108901,1.7335286054999999
Centriscidae,2014,9.321929820253494,21388.28657012425,2.294405448500001
Centriscops humerosus,2014,17.47014659683061,84024.43677609014,4.809601127865386
Centroberyx affinis,2014,181.1730545542565,1460899.895053976,8.063560547942714
Centrolophidae,2014,145.9832412732442,574474.5527582811,3.9352089167756463
Centrolophus niger,2014,84.5553855800643,543532.1151368762,6.42811940845818
Centrophorus granulosus,2014,1.0799302612598032,1058.4784331351555,0.9801359134990597
Centrophorus squamosus,2014,125.48531594467502,116342.38895233982,0.9271394670881954
Centropomidae,2014,674.5705746470361,1868166.5355304459,2.769415989584114
Centropomus,2014,69.0391282038,299995.6223654929,4.345298531000001
Centropomus undecimalis,2014,0.0542605868,437.60350004664116,8.064850121499997
Centropristis striata,2014,364.799551632,2198257.6773580476,6.025933057000002
Centroscyllium fabricii,2014,9,13167.631791,1.463070199
Centroscymnus coelolepis,2014,5,7315.350995,1.463070199
Centroscymnus crepidater,2014,11.117366016164908,12699.433183702618,1.1423059351682177
Cephalopholis argus,2014,0.4544240349,1700.9091626306997,3.7429999999999994
Cephalopholis boenak,2014,40501.89639139554,157277929.49052042,3.8832238364999982
Cephalopholis fulva,2014,41.2094437396507,104259.89266131628,2.53
Cephalopholis hemistiktos,2014,1.8920564362,7051.694337717401,3.7270000000000003
Cephalopholis miniata,2014,2.0820883053,7759.943113853101,3.727
Cephalopoda,2014,160872.86326699227,274595423.1306561,1.7069095281466116
Cephaloscyllium isabellum,2014,26.205219895245918,33347.32034069819,1.2725449537917435
Cepola macrophthalma,2014,25.6,90460.67250839998,3.5336200198593737
Cerastoderma edule,2014,10798.443771093509,42888691.18752428,3.9717474199693075
Cervimunida johni,2014,3403.54,9588991.445450129,2.8173582344999994
Cetengraulis edentulus,2014,4198.5601801601015,5059976.689837697,1.2051695039999992
Cetengraulis mysticetus,2014,134460.5302165153,75353977.79698995,0.5604170805785986
Chaceon affinis,2014,78.60840023629589,414144.41981832875,5.2684499185000035
Chaceon maritae,2014,3889.236,11215263.664149696,2.8836675542830768
Chaceon notialis,2014,970,4344659.810040001,4.479030732000001
Chaenocephalus aceratus,2014,1.118577,1636.1798286204232,1.4627333018830384
Chaetodipterus faber,2014,102.01094999110009,110747.87912692208,1.0856469735512142
Chaetodontidae,2014,16.095979177599997,73631.12673455739,4.574504348081308
Chamelea gallina,2014,26742.35514268711,60196550.934648685,2.2509816586258995
Champsocephalus gunnari,2014,899.0909340000021,4391748.874338561,4.884654831074685
Channichthyidae,2014,0.016647000000000002,16.809618704919995,1.009768649301375
Channichthys rhinoceratus,2014,99.24453,153026.36325149826,1.5419123175
Chanos chanos,2014,234.38260746369988,493608.6153313579,2.1059950679480592
Charybdis,2014,45507.54868295094,9235604.533376645,0.2029466495266684
Cheimerius nufar,2014,25,32659.599087500002,1.3063839635
Chelidonichthys capensis,2014,620,815542.8737639999,1.3153917318774193
Chelidonichthys cuculus,2014,3996.3543499999973,3817279.353831613,0.9551904109383133
Chelidonichthys kumu,2014,5416.230519624561,6738238.515790198,1.24408266807988
Chelidonichthys lucerna,2014,4231.668025769399,11515271.972393626,2.7212134558452106
Chelon labrosus,2014,381.70689696969737,878337.6738409959,2.301078866570034
Chimaera monstrosa,2014,167.00000000000034,241865.66352499992,1.448297386377242
Chimaeriformes,2014,96.41824274948884,182077.67907162855,1.888415240513122
Chione stutchburyi,2014,873.5073298415311,1278101.4599795523,1.4631834402710981
Chionobathyscus dewitti,2014,6.1e-4,2.3030182014450014,3.775439674500002
Chionodraco rastrospinosus,2014,0.003215,4.7037706897849985,1.4630701989999995
Chionoecetes,2014,63906.2904500001,104500783.77511314,1.6352190533868325
Chionoecetes japonicus,2014,8955.00000000001,13101793.632045012,1.4630701989999997
Chionoecetes opilio,2014,133671.0121182011,396047072.13533276,2.9628493557385553
Chirocentrus,2014,44259.633076108876,7637381.213391296,0.17255862018236917
Chirocentrus dorab,2014,20299.656032096296,6572913.587774063,0.3237943331345844
Chirocentrus nudus,2014,322.40941164000003,171179.0206612055,0.5309367979999998
Chlamys islandica,2014,353,516111.4857174999,1.4620721974999997
Chloroscombrus chrysurus,2014,9528.011390799404,29986872.59333815,3.1472330755496967
Chloroscombrus orqueta,2014,4912,2682085.115200001,0.5460271000000001
Chondrichthyes,2014,33483.97343762385,49021171.598751396,1.4640189489479576
Cilus gilberti,2014,1211.184,1772047.215905616,1.463070199
Citharichthys sordidus,2014,241.051942968,225173.70781773978,0.9341294039999998
Clupanodon thrissa,2014,42306.639638336244,13025215.82290463,0.3078763979898277
Clupea harengus,2014,1364347.115351926,494340478.5295169,0.36232749933436437
Clupea pallasii pallasii,2014,418862.7437787294,131279696.24194431,0.31341936754178074
Clupeidae,2014,209915.2922391757,52413747.552726515,0.2496899915848281
Clupeiformes,2014,27187.912070092403,10528571.084353317,0.38725191758785665
Clupeonella cultriventris,2014,9830.090526363703,2061001.0397100586,0.209662467927694
Cnidaria,2014,0.456895,668.4694585721052,1.4630701990000003
Cololabis saira,2014,706174.7783569881,1445787105.8212447,2.047350245480397
Conger conger,2014,8666.650710116865,15213691.96110106,1.755429227503264
Conger myriaster,2014,24006.651784734717,22446450.770672992,0.9350096369934511
Conger orbignianus,2014,62.8205582993,134751.23533974792,2.1450181117102463
Congresox talabonoides,2014,169.416,486604.82087287167,2.872248316999998
Congridae,2014,3670.771288438018,8811880.116189348,2.400552751391648
Conodon nobilis,2014,132.89031234226164,355586.65316104045,2.675790634348273
Coregonus,2014,885.8472637346161,1661686.2846404111,1.8758157897727867
Coregonus albula,2014,1914.288519410319,2077739.9312684948,1.0853849407760778
Coris julis,2014,2,2926.140398,1.463070199
Coryphaena,2014,19381.204112356674,31825739.638278432,1.642093001744284
Coryphaena hippurus,2014,40909.911794975946,100034130.2750912,2.4452296738360646
Coryphaenoides rupestris,2014,878.441839403887,1176223.53269712,1.338988513451623
Cottidae,2014,0.59193756,5750.995766075019,9.715544602499998
Cottoperca gobio,2014,7.7032253560457935,11233.061029352453,1.4582282758398475
Crangon crangon,2014,44494.169841157855,155151758.80506587,3.4870132280015684
Crassostrea,2014,46.18657800538788,31322.79497151354,0.678179599446826
Crassostrea gigas,2014,13975.953357942333,19462453.483412508,1.3925671462227853
Crassostrea rhizophorae,2014,26.315,42912.777078064995,1.630734451
Crassostrea virginica,2014,94628.88101064449,935749795.6438297,9.88862792891496
Crenidens crenidens,2014,0.4421192635,212.65936574350002,0.481
Cromileptes altivelis,2014,0.8595017459038409,5874.962832871198,6.835312273499995
Cyclopterus lumpus,2014,6770.049401441467,20165348.947166577,2.978611787215763
Cymatoceps nasutus,2014,4,18878.196374000006,4.719549093500001
Cynoglossidae,2014,2.254722641589135,14373.856840130738,6.375000000000002
Cynoscion,2014,1416.6607058102566,3620953.6388311205,2.5559780291640988
Cynoscion acoupa,2014,1044.0676002039008,3645891.627836022,3.4920072485
Cynoscion analis,2014,480,949458.7070400001,1.978038973
Cynoscion arenarius,2014,7.248853752,10424.722728516117,1.4381201614999994
Cynoscion guatucupa,2014,10608.5980334142,34582082.82887873,3.25981649224097
Cynoscion jamaicensis,2014,1703.5591823764,5948841.013107126,3.492007248500002
Cynoscion leiarchus,2014,48.4150731977,169065.78654302665,3.4920072485000038
Cynoscion nebulosus,2014,3.664116176,15146.438427743824,4.133722213000002
Cynoscion virescens,2014,159.2298406027,556031.7575621284,3.4920072485000024
Cyprinidae,2014,3789.91682638428,4274687.054488938,1.127910518967021
Cyprinus carpio,2014,17.623863568,6754.03863423719,0.38323257599999994
Cypselurus,2014,48.4860244351603,44856.175097621526,0.9251361731586609
Cyttus traversi,2014,524.0106432266763,2721419.03769595,5.193442295252617
Dalatias licha,2014,149.83196971220914,133196.05336048044,0.888969514425511
Dasyatidae,2014,7231.60197682781,3864737.933982622,0.5344234854692479
